Hora,Minuto,Abertura,Máx,Mín,Fechar,WDOZ6 Curncy - Volume,RSI (14) no fechto (WDOZ6),,,,
17,57,3277,3281.932,3276,3281.932,477,60.0193,,,,
17,54,3276.5,3281.932,3276,3281.932,431,60.0193,,,,
17,51,3276.5,3281.932,3276,3281.932,179,60.0193,,,,
17,48,3277,3281.932,3276.5,3281.932,338,60.0193,,,,
17,45,3277,3281.932,3276.5,3281.932,186,60.0193,,,,
17,42,3277.5,3281.932,3276,3281.932,320,60.0193,,,,
17,39,3278,3281.932,3277,3281.932,274,60.0193,,,,
17,36,3277.5,3281.932,3277,3281.932,389,60.0193,,,,
17,33,3276.5,3281.932,3276.5,3281.932,324,60.0193,,,,
17,30,3279,3279,3276,3276,1331,33.6763,,,,
17,27,3278.5,3279,3278.5,3278.5,172,45.3771,,,,
17,24,3278,3278.5,3278,3278.5,189,45.3771,,,,
17,21,3279,3279,3278,3278,277,41.8956,,,,
17,18,3278.5,3279.5,3278.5,3279,187,47.5205,,,,
17,15,3279,3279,3278,3278.5,230,44.0317,,,,
17,12,3278.5,3279.5,3278.5,3279,634,46.9286,,,,
17,9,3277.5,3278.5,3277.5,3278.5,152,43.4754,,,,
17,6,3278,3278.5,3277.5,3277.5,176,35.7063,,,,
17,3,3278.5,3279,3277.5,3278,498,38.1402,,,,
17,0,3279,3279.5,3278,3279,465,43.6682,,,,
16,57,3279.5,3280,3279,3279.5,198,46.8188,,,,
16,54,3279.5,3280,3279,3279.5,467,46.8188,,,,
16,51,3278.5,3279.5,3278.5,3279,123,43.291,,,,
16,48,3278.5,3279.5,3278.5,3279,218,43.291,,,,
16,45,3279,3279,3278,3278.5,383,39.8505,,,,
16,42,3278.5,3279.5,3278,3279,215,42.2295,,,,
16,39,3278.5,3279.5,3278,3278.5,923,38.8391,,,,
16,36,3278.5,3279.5,3278,3278.5,653,38.8391,,,,
16,33,3279,3279,3277.5,3279,1064,40.9093,,,,
16,30,3280,3280,3279,3279.5,475,43.0394,,,,
16,27,3280.5,3280.5,3279.5,3280,156,45.2261,,,,
16,24,3279.5,3280.5,3279,3280.5,482,47.4655,,,,
16,21,3279,3280.5,3278.5,3279.5,549,42.1454,,,,
16,18,3280.5,3281,3278.5,3279,1460,39.2911,,,,
16,15,3280.5,3281.5,3280,3280,265,43.2543,,,,
16,12,3280,3281.5,3280,3280.5,319,45.3794,,,,
16,9,3280.5,3280.5,3279,3280,1019,42.7684,,,,
16,6,3280.5,3281,3280,3280.5,293,44.755,,,,
16,3,3280.5,3281.5,3280,3281,350,46.7724,,,,
16,0,3281.5,3282,3280,3280.5,879,44.4472,,,,
15,57,3283.5,3283.5,3281,3281.5,610,48.3716,,,,
15,54,3282,3283.5,3281.5,3283,1431,55.1546,,,,
15,51,3281,3282,3280,3282,1078,50.8916,,,,
15,48,3282,3282,3281,3281.5,267,48.6242,,,,
15,45,3282.5,3283,3281.5,3282,816,50.8023,,,,
15,42,3281.5,3282.5,3281,3282.5,709,53.0071,,,,
15,39,3280.5,3281.5,3280,3281.5,434,48.8874,,,,
15,36,3281.5,3281.5,3280.5,3280.5,724,44.3579,,,,
15,33,3281.5,3282,3281,3281.5,658,48.3353,,,,
15,30,3282,3282,3281,3281.5,368,48.3353,,,,
15,27,3282.5,3283,3281,3282,847,50.279,,,,
15,24,3281,3282.5,3280,3282.5,1438,52.2292,,,,
15,21,3280.5,3281,3279.5,3281,887,46.4422,,,,
15,18,3280,3281,3279,3281,454,46.4422,,,,
15,15,3280,3281,3279.5,3280,777,42.4334,,,,
15,12,3283,3283,3279.5,3280,1377,42.4334,,,,
15,9,3281.5,3283,3281,3282.5,1158,50.597,,,,
15,6,3282,3282,3281,3282,654,48.7665,,,,
15,3,3282.5,3283,3281.5,3282,1469,48.7665,,,,
15,0,3284,3285,3281.5,3282,2040,48.7665,,,,
14,57,3285.5,3285.5,3283.5,3284,455,55.3325,,,,
14,54,3283.5,3285.5,3283,3285.5,932,61.0579,,,,
14,51,3285,3285,3283,3283.5,1254,55.3361,,,,
14,48,3286,3286.5,3284.5,3285,688,61.6439,,,,
14,45,3286.5,3287,3285,3286,1879,66.3241,,,,
14,42,3283.5,3287,3283,3286,5001,66.3241,,,,
14,39,3281.5,3285,3281,3283,2562,58.0941,,,,
14,36,3282,3285,3281,3281.5,4034,52.7305,,,,
14,33,3281.5,3282.5,3280.5,3282,1540,54.9057,,,,
14,30,3279,3282,3278.5,3281.5,1713,53.1096,,,,
14,27,3279.5,3280,3278.5,3279,1048,42.4713,,,,
