Hora;Minuto;Abertura;Máx;Mín;Fechar;WDOZ6 Curncy - Volume;RSI (14) no fechto (WDOZ6);;;;
17;57;3507,5;3513;3499,295;3499,295;2230;47,0404;;;;
17;54;3508;3509;3499,295;3499,295;1000;47,0404;;;;
17;51;3503,5;3508,5;3499,295;3499,295;1181;47,0404;;;;
17;48;3503;3504;3499,295;3499,295;207;47,0404;;;;
17;45;3503;3504;3499,295;3499,295;833;47,0404;;;;
17;42;3504;3505,5;3499,295;3499,295;865;47,0404;;;;
17;39;3503;3504,5;3499,295;3499,295;1367;47,0404;;;;
17;36;3503,5;3504,5;3499,295;3499,295;653;47,0404;;;;
17;33;3503;3504,5;3499,295;3499,295;844;47,0404;;;;
17;30;3507;3507,5;3499,295;3499,295;1792;47,0404;;;;
17;27;3506,5;3507,5;3505,5;3507,5;821;68,312;;;;
17;24;3504;3509;3504;3506,5;2553;66,6029;;;;
17;21;3504;3505,5;3503;3504;941;61,8228;;;;
17;18;3504;3504,5;3503;3504;841;61,8228;;;;
17;15;3502,5;3505;3502,5;3504;1124;61,8228;;;;
17;12;3501;3503,5;3501;3502,5;508;59,004;;;;
17;9;3502,5;3503;3501;3501;741;55,9864;;;;
17;6;3501,5;3503;3501;3502,5;358;60,0938;;;;
17;3;3503,5;3503,5;3500;3501;1437;57,1765;;;;
17;0;3501,5;3504,5;3501,5;3504;1067;66,1585;;;;
16;57;3501,5;3502,5;3501;3501,5;479;61,4755;;;;
16;54;3502,5;3503,5;3500,5;3501;1290;60,4593;;;;
16;51;3503,5;3503,5;3502;3502,5;825;65,2541;;;;
16;48;3498;3505;3497;3504;3815;70,4416;;;;
16;45;3496,5;3498,5;3496;3497,5;910;56,5395;;;;
16;42;3497,5;3497,5;3495,5;3496;516;51,6685;;;;
16;39;3497;3498;3496;3497,5;638;57,6705;;;;
16;36;3496,5;3498;3496,5;3497;667;56,0918;;;;
16;33;3496;3498;3495,5;3497;764;56,0918;;;;
16;30;3495,5;3496,5;3495;3496;481;53,0736;;;;
16;27;3494,5;3496;3494,5;3496;575;53,0736;;;;
16;24;3495,5;3496,5;3494,5;3495;601;50,1171;;;;
16;21;3495,5;3496,5;3494,5;3495,5;586;51,6272;;;;
16;18;3497,5;3497,5;3494,5;3495,5;1583;51,6272;;;;
16;15;3498,5;3498,5;3497;3497,5;426;57,6151;;;;
16;12;3498;3500,5;3498;3498,5;1080;60,8941;;;;
16;9;3499,5;3499,5;3498;3498;473;59,8328;;;;
16;6;3496,5;3499,5;3496,5;3499,5;741;64,7266;;;;
16;3;3499;3499;3496,5;3497;667;59,6145;;;;
16;0;3498;3499;3496;3498,5;1190;64,8509;;;;
15;57;3497,5;3499,5;3497;3498;934;63,8686;;;;
15;54;3498,5;3499;3497;3498;724;63,8686;;;;
15;51;3499;3502;3498;3498;2702;63,8686;;;;
15;48;3496,5;3500;3495,5;3499;2218;66,8608;;;;
15;45;3497;3497,5;3496;3496,5;905;62,8168;;;;
15;42;3496,5;3498;3496;3497;1623;64,2734;;;;
