Hora;Minuto;Abertura;Máx;Mín;Fechar;WDOZ6 Curncy - Volume;RSI (14) no fechto (WDOZ6);;;;
17;57;3341,5;3342,5;3338,133;3338,133;1089;52,8109;;;;
17;54;3339;3341,5;3338,133;3338,133;1233;52,8109;;;;
17;51;3338;3339;3337;3338,133;660;52,8109;;;;
17;48;3336;3338,5;3336;3338,133;1374;52,8109;;;;
17;45;3335,5;3338,133;3335;3338,133;561;52,8109;;;;
17;42;3335;3338,133;3334,5;3338,133;333;52,8109;;;;
17;39;3335;3338,133;3334;3338,133;641;52,8109;;;;
17;36;3336;3336;3334,5;3334,5;501;35,4829;;;;
17;33;3335,5;3336,5;3335,5;3336;318;41,2966;;;;
17;30;3336,5;3336,5;3334,5;3336;1495;41,2966;;;;
17;27;3336;3337;3335,5;3336;514;41,2966;;;;
17;24;3336,5;3336,5;3335;3336,5;792;43,185;;;;
17;21;3336,5;3337;3336;3336;410;40,6656;;;;
17;18;3337;3338,5;3336,5;3336,5;954;42,412;;;;
17;15;3339,5;3339,5;3336;3337,5;1568;46,0877;;;;
17;12;3340;3340;3338,5;3339,5;400;54,9287;;;;
17;9;3338,5;3340;3338;3339,5;341;54,9288;;;;
17;6;3338,5;3339;3338;3338,5;291;50,8652;;;;
17;3;3338;3338,5;3338;3338,5;420;50,8652;;;;
17;0;3339;3340,5;3338;3338,5;1509;50,8652;;;;
16;57;3338,5;3339;3337,5;3339;429;52,7698;;;;
16;54;3339,5;3339,5;3338,5;3339;453;52,7698;;;;
16;51;3339;3339,5;3338,5;3339;404;52,7698;;;;
16;48;3337,5;3339,5;3337;3339;793;52,7698;;;;
16;45;3338;3338;3337;3337,5;432;48,4659;;;;
16;42;3336,5;3338;3336;3338;770;49,8726;;;;
16;39;3337;3337;3336;3336,5;311;45,463;;;;
16;36;3336;3337;3335,5;3337;461;46,7355;;;;
16;33;3337,5;3337,5;3335,5;3336;806;43,815;;;;
16;30;3336;3338;3336;3337,5;962;47,4379;;;;
16;27;3338,5;3338,5;3335;3336;2770;43,0665;;;;
16;24;3340;3340;3336;3338;3544;48,01;;;;
16;21;3342,5;3342,5;3340;3340;1514;53,7379;;;;
16;18;3342,5;3343;3341;3342;1130;60,4328;;;;
16;15;3340;3343;3340;3342,5;1538;62,2327;;;;
16;12;3339;3340,5;3338,5;3340;1025;56,1723;;;;
16;9;3338;3339;3338;3339;481;53,3945;;;;
16;6;3339;3339;3337,5;3338;1226;50,4801;;;;
16;3;3340;3340,5;3338,5;3338,5;1022;51,9895;;;;
16;0;3341;3342;3340;3340;2483;56,7135;;;;
15;57;3338,5;3341;3338,5;3340,5;2421;58,3548;;;;
