Hora;Minuto;Abertura;Máx;Mín;Fechar;WDOZ6 Curncy - Volume;RSI (14) no fechto (WDOZ6);;;;
17;57;3452;3455,067;3450;3455,067;1030;47,7108;;;;
17;54;3448,5;3455,067;3448;3455,067;1332;47,7108;;;;
17;51;3448;3455,067;3447;3455,067;588;47,7108;;;;
17;48;3449;3455,067;3447,5;3455,067;865;47,7108;;;;
17;45;3451;3455,067;3448;3455,067;592;47,7108;;;;
17;42;3450,5;3455,067;3447,5;3455,067;2435;47,7108;;;;
17;39;3451;3455,067;3449,5;3455,067;1302;47,7108;;;;
17;36;3452,5;3455,067;3450,5;3455,067;900;47,7108;;;;
17;33;3452;3455,067;3451,5;3455,067;322;47,7108;;;;
17;30;3451,5;3455,067;3451;3455,067;818;47,7108;;;;
17;27;3452,5;3453;3451;3451,5;636;32,4226;;;;
17;24;3452,5;3453;3452;3452;214;33,7053;;;;
17;21;3451;3453;3451;3452;1238;33,7053;;;;
17;18;3452,5;3453;3451;3451;1468;28,8511;;;;
17;15;3453,5;3453,5;3451,5;3453;1635;33,3918;;;;
17;12;3455,5;3455,5;3452;3453,5;2011;34,6581;;;;
17;9;3455,5;3456;3454,5;3455,5;1284;40,34;;;;
17;6;3458;3458,5;3455;3455,5;1318;40,34;;;;
17;3;3458;3458,5;3458;3458;388;48,9978;;;;
17;0;3458;3459;3457,5;3458,5;525;51,0318;;;;
16;57;3458;3459;3457,5;3458;519;49,0685;;;;
16;54;3458;3458,5;3457,5;3458;510;49,0685;;;;
16;51;3457,5;3459;3457,5;3458,5;829;50,8256;;;;
16;48;3458;3458;3456,5;3457,5;582;47,3225;;;;
16;45;3457,5;3458,5;3457;3458;890;48,9412;;;;
16;42;3455,5;3457,5;3455,5;3457;1097;45,4777;;;;
16;39;3458,5;3459;3455,5;3455,5;1223;39,7887;;;;
16;36;3458;3459;3458;3459;368;51,4116;;;;
16;33;3457,5;3459;3457,5;3458;1169;47,3296;;;;
16;30;3456,5;3457,5;3456,5;3457;423;42,8731;;;;
16;27;3457,5;3458;3456;3456,5;859;40,5372;;;;
16;24;3456,5;3458;3456,5;3457,5;504;43,8685;;;;
16;21;3456,5;3458;3456,5;3457;763;41,6419;;;;
16;18;3456,5;3457,5;3456;3457;624;41,6419;;;;
16;15;3457,5;3457,5;3456;3456,5;737;39,5752;;;;
16;12;3456,5;3457,5;3455,5;3457;1055;40,9208;;;;
16;9;3455,5;3456;3454,5;3456;823;36,9386;;;;
16;6;3457;3457;3454,5;3455,5;1513;34,9013;;;;
16;3;3457;3457,5;3456;3456,5;1044;37,1289;;;;
16;0;3455;3457;3454,5;3457;1767;38,2628;;;;
15;57;3454;3455,5;3454;3455;1142;30,3639;;;;
15;54;3453,5;3455,5;3453,5;3454;2332;25,9661;;;;
15;51;3456;3457;3453;3453,5;2655;23,7298;;;;
15;48;3455,5;3457;3455,5;3455,5;1888;26,7287;;;;
