Hora;Minuto;Abertura;Máx;Mín;Fechar;WDOZ6 Curncy - Volume;RSI (14) no fechto (WDOZ6);;;;
17;57;3285,5;3286,5;3285,5;3285,973;218;69,881;;;;
17;54;3285;3286;3285;3285,973;295;69,881;;;;
17;51;3285;3285,973;3284;3285,973;227;69,881;;;;
17;48;3284,5;3285,973;3284,5;3285,973;353;69,881;;;;
17;45;3284,5;3285,973;3284;3285,973;285;69,881;;;;
17;42;3284;3285,973;3284;3285,973;442;69,881;;;;
17;39;3283;3285,973;3283;3285,973;871;69,881;;;;
17;36;3283;3285,973;3282,5;3285,973;177;69,881;;;;
17;33;3283;3285,973;3282,5;3285,973;115;69,881;;;;
17;30;3283;3285,973;3282,5;3285,973;118;69,881;;;;
17;27;3282,5;3285,973;3282,5;3285,973;184;69,881;;;;
17;24;3283;3285,973;3283;3285,973;77;69,881;;;;
17;21;3283;3285,973;3282,5;3285,973;354;69,881;;;;
17;18;3283;3285,973;3282,5;3285,973;152;69,881;;;;
17;15;3285,973;3285,973;3281,5;3285,973;507;69,881;;;;
17;12;3282;3285,973;3282;3285,973;106;69,881;;;;
17;9;3282,5;3282,5;3281,5;3282;169;52,039;;;;
17;6;3281;3282,5;3281;3282;847;52,039;;;;
17;3;3280,5;3281,5;3280,5;3281;219;44,9631;;;;
17;0;3279,5;3280,5;3279,5;3280,5;329;40,916;;;;
16;57;3279,5;3281;3279,5;3280;295;36,5859;;;;
16;54;3280;3280;3279,5;3280;143;36,5859;;;;
16;51;3280;3280;3279,5;3280;83;36,5859;;;;
16;48;3279,5;3280;3279;3280;209;36,5859;;;;
16;45;3279;3279,5;3278,5;3279;205;28,8303;;;;
16;42;3280;3280;3278,5;3279;946;28,8303;;;;
16;39;3282;3282,5;3279,5;3279,5;1143;30,4351;;;;
16;36;3281,5;3283;3281;3282;536;41,0412;;;;
16;33;3281,5;3282;3281;3282;355;41,0412;;;;
16;30;3282;3282,5;3281;3282;616;41,0412;;;;
16;27;3282,5;3282,5;3281,5;3281,5;370;37,5566;;;;
16;24;3282;3283;3282;3282,5;69;42,1871;;;;
16;21;3283;3283;3282,5;3282,5;209;42,1871;;;;
16;18;3282,5;3283,5;3282;3283;251;44,5553;;;;
16;15;3282,5;3283;3281,5;3282;1090;38,1021;;;;
16;12;3283;3283,5;3282,5;3283;252;42,7191;;;;
16;9;3283;3283,5;3282,5;3283;256;42,7191;;;;
16;6;3283,5;3284,5;3282;3283,5;1455;45,0737;;;;
16;3;3284;3285,5;3283;3283,5;728;45,0737;;;;
16;0;3285,5;3286;3283;3284;1375;47,3228;;;;
15;57;3286;3286,5;3285,5;3285,5;223;54,9627;;;;
15;54;3288;3288,5;3285,5;3286;859;57,8537;;;;
15;51;3286,5;3288,5;3286,5;3287,5;820;67,786;;;;
15;48;3286;3287;3285,5;3287;473;65,9782;;;;
15;45;3285,5;3286;3285,5;3285,5;91;59,6736;;;;
15;42;3285,5;3286,5;3285;3286;222;63,3046;;;;
15;39;3286;3287,5;3285,5;3286,5;668;67,0956;;;;
15;36;3286;3287;3283,5;3286;1307;65,1581;;;;
15;33;3286;3286,5;3285,5;3286;225;65,1581;;;;
15;30;3285,5;3288;3284,5;3286,5;1478;68,6432;;;;
15;27;3285;3285,5;3284,5;3285,5;203;65,185;;;;
15;24;3285;3285,5;3284,5;3285;460;63,3061;;;;
15;21;3285;3285;3284,5;3285;174;63,3061;;;;
15;18;3284,5;3286;3284;3285;761;63,3061;;;;
15;15;3286,5;3286,5;3285;3285;433;63,3061;;;;
15;12;3286;3286,5;3285,5;3286,5;337;71,9689;;;;
15;9;3285,5;3286;3285;3285,5;97;69,3746;;;;
15;6;3286;3286;3284,5;3285,5;373;69,3746;;;;
15;3;3285;3286;3284,5;3286;360;72,2578;;;;
15;0;3287;3287;3284,5;3285;1331;69,9375;;;;
14;57;3287,5;3291;3286;3287;4300;82,798;;;;
14;54;3283,5;3287,5;3282,5;3287;2815;82,798;;;;
14;51;3281,5;3284;3281;3283;2622;74,8101;;;;
14;48;3280;3282;3280;3281,5;1192;69,9512;;;;
14;45;3279,5;3280,5;3279;3280;340;63,3949;;;;
14;42;3279;3281;3279;3280;744;63,3949;;;;
14;39;3279;3279,5;3278,5;3279,5;308;60,9457;;;;
14;36;3279;3279,5;3278,5;3279;181;58,3586;;;;
14;33;3277,5;3280;3277,5;3279;1347;58,3586;;;;
14;30;3277;3278;3277;3277,5;228;49,7476;;;;
14;27;3277,5;3278;3277;3277;37;46,3112;;;;
14;24;3277;3278;3277;3278;188;53,0482;;;;
14;21;3276,5;3277,5;3276,5;3277,5;60;49,6473;;;;
14;18;3277;3277;3276,5;3276,5;207;41,8213;;;;
14;15;3276,5;3277;3276,5;3277;17;45,0739;;;;
14;12;3277;3277,5;3276,5;3277;314;45,0739;;;;
14;9;3277;3277,5;3276,5;3276,5;199;41,1258;;;;
14;6;3277,5;3277,5;3277;3277;94;44,0671;;;;
14;3;3276,5;3277,5;3276,5;3277,5;133;47,2018;;;;
14;0;3278,5;3278,5;3276;3277;1530;43,4676;;;;
13;57;3278;3280;3277,5;3278,5;971;54,133;;;;
13;54;3278;3278,5;3277,5;3277,5;166;45,9184;;;;
13;51;3277,5;3277,5;3277,5;3277,5;13;45,9184;;;;
13;48;3277,5;3278;3277;3277,5;96;45,9184;;;;
13;45;3277;3278;3277;3278;90;49,4649;;;;
13;42;3278;3278;3277;3277;165;41,0026;;;;
13;39;3278,5;3279;3278;3278;158;48,5521;;;;
13;36;3278;3279;3277,5;3278,5;333;53,0906;;;;
13;33;3278,5;3279;3277;3278;310;48,6319;;;;
13;30;3279;3279;3278;3278,5;195;53,3397;;;;
13;27;3278,5;3279;3278,5;3278,5;176;53,3397;;;;
13;24;3279;3279,5;3278,5;3279;145;58,1974;;;;
13;21;3278,5;3279,5;3278,5;3279;38;58,1974;;;;
13;18;3278,5;3279,5;3278,5;3279;146;58,1974;;;;
13;15;3279,5;3280;3278,5;3279;189;58,1974;;;;
13;12;3279,5;3280;3279;3279,5;211;62,4241;;;;
13;9;3277;3279,5;3277;3279;565;59,7068;;;;
13;6;3277,5;3278;3277;3277,5;230;49,542;;;;
13;3;3277;3278;3276,5;3277;415;45,2684;;;;
13;0;3278;3278,5;3277;3277,5;452;49,1325;;;;
12;57;3279;3279;3277,5;3278,5;730;58,3887;;;;
12;54;3278,5;3279;3278,5;3278,5;252;58,3887;;;;
12;51;3280,5;3280,5;3278,5;3279;344;63,5502;;;;
12;48;3279,5;3281;3278,5;3279,5;1067;69,2332;;;;
12;45;3279,5;3280;3279;3279,5;556;69,2332;;;;
12;42;3277,5;3280,5;3277;3279,5;2222;69,2332;;;;
12;39;3276,5;3278;3276,5;3277,5;500;56,8853;;;;
12;36;3276;3276,5;3276;3276,5;65;47,0117;;;;
12;33;3276;3276,5;3276;3276,5;21;47,0117;;;;
12;30;3276,5;3276,5;3276;3276,5;144;47,0117;;;;
12;27;3277;3277;3276;3276,5;94;47,0117;;;;
12;24;3276,5;3277;3276,5;3276,5;52;47,0117;;;;
12;21;3277;3277;3276,5;3276,5;156;47,0117;;;;
12;18;3277;3277;3276,5;3277;34;50,7358;;;;
12;15;3276,5;3277;3276,5;3276,5;51;46,8242;;;;
12;12;3277;3277;3276,5;3277;66;50,5513;;;;
12;9;3276,5;3277;3276,5;3277;101;50,5513;;;;
12;6;3277;3277;3276;3276,5;204;46,9075;;;;
12;3;3277;3277,5;3276,5;3276,5;232;46,9075;;;;
12;0;3276;3278;3275,5;3277;936;50,0901;;;;
11;57;3276;3276,5;3275,5;3276,5;124;46,7342;;;;
11;54;3275,5;3277;3275,5;3276;556;43,187;;;;
11;51;3276,5;3277;3275,5;3276;948;43,187;;;;
11;48;3277;3277,5;3276,5;3277;409;48,7901;;;;
11;45;3278;3278;3277;3277;498;48,7901;;;;
11;42;3278;3278,5;3277,5;3277,5;49;51,6808;;;;
11;39;3278;3278,5;3278;3278;187;54,6897;;;;
11;36;3277,5;3278,5;3277,5;3278;267;54,6897;;;;
11;33;3277,5;3278;3277;3278;386;54,6897;;;;
11;30;3278;3278,5;3277,5;3277,5;294;52,4743;;;;
11;27;3277,5;3278,5;3277,5;3278;210;54,97;;;;
11;24;3278;3278,5;3277;3277,5;878;52,8895;;;;
11;21;3278;3279;3277,5;3278,5;391;57,8536;;;;
11;18;3277,5;3278,5;3277,5;3278;201;55,9333;;;;
11;15;3279;3279,5;3277,5;3277,5;658;53,9865;;;;
11;12;3278,5;3280;3278;3279;1059;61,5628;;;;
11;9;3276,5;3279;3276,5;3278,5;1427;59,8174;;;;
11;6;3275,5;3276,5;3275;3276,5;528;51,6649;;;;
11;3;3276;3276;3275;3275,5;352;46,6385;;;;
