Hora,Minuto,Abertura,Máx,Mín,Fechar,WDOZ6 Curncy - Volume,RSI (14) no fechto (WDOZ6),,,,
17,57,3378.5,3383.768,3378,3383.768,575,55.5946,,,,
17,54,3378.5,3383.768,3377,3383.768,921,55.5946,,,,
17,51,3378.5,3383.768,3378,3383.768,650,55.5946,,,,
17,48,3376.5,3383.768,3376.5,3383.768,1144,55.5946,,,,
17,45,3376.5,3376.5,3375,3376,1578,38.2938,,,,
17,42,3379,3379.5,3376,3377,743,40.1644,,,,
17,39,3378.5,3380,3378.5,3379.5,529,45.3014,,,,
17,36,3376,3379.5,3376,3378.5,972,42.5733,,,,
17,33,3380.5,3380.5,3375.5,3376,1454,35.0537,,,,
17,30,3379,3381.5,3378.5,3380.5,2061,44.8752,,,,
17,27,3378,3380,3376.5,3379,1642,39.6406,,,,
17,24,3378.5,3379.5,3377,3378,902,35.8709,,,,
17,21,3376.5,3379.5,3375,3378.5,2397,36.9421,,,,
17,18,3379.5,3381,3373,3376,5902,26.7918,,,,
17,15,3382,3382,3379,3379.5,1646,33.8818,,,,
17,12,3383.5,3384,3380.5,3381.5,1953,39.4166,,,,
17,9,3384,3385,3383.5,3383.5,1179,46.4648,,,,
17,6,3384.5,3384.5,3383,3384,423,48.477,,,,
17,3,3384,3385,3383.5,3384,446,48.4771,,,,
17,0,3383.5,3384.5,3382.5,3384,720,48.4771,,,,
16,57,3383.5,3385,3382,3383.5,704,46.6264,,,,
16,54,3384,3384.5,3382,3384,784,48.2352,,,,
16,51,3383.5,3385,3383,3384,703,48.2352,,,,
16,48,3386,3386,3380,3383.5,3880,46.6479,,,,
16,45,3387,3388,3385.5,3386.5,928,56.2594,,,,
16,42,3388,3389,3386.5,3386.5,1697,56.2594,,,,
16,39,3386,3388.5,3384.5,3388.5,1904,63.818,,,,
16,36,3385.5,3387,3385.5,3386.5,2251,58.6607,,,,
16,33,3383.5,3388,3383.5,3385.5,4687,55.731,,,,
16,30,3382.5,3384,3381.5,3384,944,50.8826,,,,
16,27,3381.5,3382.5,3381.5,3382,406,43.1776,,,,
16,24,3383,3383.5,3381.5,3381.5,873,41.0302,,,,
16,21,3383.5,3384,3383,3383.5,563,47.7301,,,,
16,18,3382.5,3384,3382,3383.5,1358,47.7301,,,,
16,15,3381.5,3382.5,3381,3382.5,482,43.7717,,,,
16,12,3382,3382.5,3381.5,3381.5,765,39.5186,,,,
16,9,3382,3382,3381,3382,921,40.9569,,,,
16,6,3381.5,3382,3380.5,3381.5,855,38.8916,,,,
16,3,3381.5,3382.5,3381,3381,896,36.8402,,,,
16,0,3383.5,3384,3381,3381.5,1580,38.0255,,,,
15,57,3383.5,3384,3381.5,3383.5,1296,43.1869,,,,
15,54,3384,3384.5,3383,3383.5,717,43.1869,,,,
15,51,3385,3385.5,3384,3384,612,44.4886,,,,
15,48,3384,3385,3383.5,3385,622,47.1265,,,,
15,45,3384.5,3385.5,3382.5,3384,1512,44.0457,,,,
15,42,3386.5,3387,3384.5,3384.5,1266,45.2704,,,,
15,39,3386,3386.5,3385.5,3386.5,974,50.4842,,,,
15,36,3385.5,3386,3385,3385.5,235,47.6869,,,,
15,33,3385,3386,3385,3386,322,48.9713,,,,
15,30,3386,3386.5,3385,3385,753,46.2844,,,,
15,27,3383.5,3386.5,3383,3386,1750,48.6638,,,,
15,24,3384,3384.5,3382.5,3383.5,1730,41.707,,,,
15,21,3387,3387,3383,3384,2265,42.7837,,,,
15,18,3388,3388.5,3386,3387,581,49.9714,,,,
15,15,3387.5,3388.5,3387,3388,533,52.7125,,,,
15,12,3387,3388,3386,3387.5,1032,51.4767,,,,
15,9,3388.5,3389,3385.5,3387,2057,50.27,,,,
15,6,3386.5,3388.5,3385.5,3388,1560,52.7042,,,,
15,3,3387.5,3388,3383.5,3386,3666,48.0306,,,,
15,0,3385,3387.5,3384,3387.5,1156,51.5803,,,,
14,57,3385,3387.5,3385,3385.5,1310,46.7037,,,,
14,54,3384.5,3385.5,3384,3385,1185,45.4278,,,,
14,51,3384.5,3384.5,3383.5,3384,1033,42.8886,,,,
14,48,3387.5,3388,3384.5,3384.5,2616,43.8356,,,,
14,45,3387,3388.5,3386.5,3387.5,751,49.9844,,,,
14,42,3388,3388.5,3386.5,3387,885,48.8745,,,,
14,39,3389,3389.5,3387,3388,1106,50.9752,,,,
14,36,3388,3389.5,3387.5,3389,933,53.0943,,,,
14,33,3387.5,3388,3386,3388,1226,51.211,,,,
14,30,3391,3391.5,3387,3388,2355,51.211,,,,
14,27,3391,3394.5,3390.5,3391,2924,57.1461,,,,
14,24,3387.5,3392.5,3387,3391,4397,57.1461,,,,
14,21,3388,3395,3387.5,3387.5,7406,51.4906,,,,
14,18,3383.5,3389.5,3383,3388,3326,52.4081,,,,
14,15,3379.5,3385,3379,3383,3811,42.9724,,,,
14,12,3384.5,3385,3379.5,3379.5,3314,34.536,,,,
14,9,3383.5,3385,3383,3384,1090,41.944,,,,
14,6,3385.5,3386,3383,3383.5,2585,40.6301,,,,
14,3,3389,3389,3385,3385.5,1289,44.359,,,,
14,0,3389.5,3390,3387,3389,1644,52.134,,,,
13,57,3386,3391,3386,3389.5,4440,53.375,,,,
13,54,3387.5,3388.5,3383.5,3385.5,3652,43.3591,,,,
13,51,3392,3392,3387.5,3388,2752,49.5347,,,,
13,48,3394,3394,3392,3392,1154,62.8301,,,,
13,45,3391.5,3395,3391,3393.5,3315,69.3078,,,,
13,42,3391,3391.5,3390.5,3391.5,493,64.8168,,,,
13,39,3391,3391.5,3390.5,3391,600,63.5797,,,,
13,36,3388.5,3391,3388.5,3391,659,63.5797,,,,
13,33,3390,3390.5,3388,3389,1104,58.5533,,,,
13,30,3390.5,3391.5,3389.5,3390,945,62.562,,,,
13,27,3389.5,3390.5,3389.5,3390.5,707,64.616,,,,
13,24,3391,3391,3389.5,3389.5,1272,62.3185,,,,
13,21,3390.5,3391.5,3389.5,3390.5,2157,66.3168,,,,
13,18,3388,3390.5,3387.5,3390,2709,65.2827,,,,
13,15,3387,3388.5,3386.5,3388,663,60.8139,,,,
13,12,3384.5,3388.5,3384.5,3387,1672,58.3232,,,,
13,9,3385,3387.5,3384.5,3385,1728,52.7451,,,,
13,6,3386.5,3387.5,3384.5,3385,1712,52.7451,,,,
13,3,3386.5,3387.5,3386,3386.5,1631,57.7429,,,,
13,0,3384.5,3387,3384.5,3386.5,2132,57.7429,,,,
12,57,3385,3387,3384.5,3385,1575,53.9833,,,,
12,54,3384.5,3386.5,3384,3385,2053,53.9833,,,,
12,51,3384,3384.5,3382.5,3384,943,51.503,,,,
12,48,3381.5,3384.5,3381,3384,1306,51.503,,,,
12,45,3381,3383.5,3379.5,3382,1682,46.5334,,,,
12,42,3382.5,3383,3380,3381.5,2414,45.2305,,,,
12,39,3384,3384.5,3381.5,3382,1261,46.2777,,,,
12,36,3386,3386.5,3383,3384.5,2083,51.8511,,,,
12,33,3383.5,3387,3383,3386,2490,55.5804,,,,
12,30,3381.5,3384.5,3381,3384,2387,51.2382,,,,
12,27,3380.5,3381.5,3378.5,3381.5,2080,44.9973,,,,
12,24,3380.5,3381.5,3379.5,3380,663,40.774,,,,
12,21,3381,3383,3379.5,3380.5,2061,41.7667,,,,
12,18,3382.5,3383,3380.5,3381.5,1274,43.7444,,,,
12,15,3382,3385.5,3382,3382.5,2886,45.7563,,,,
12,12,3379.5,3382.5,3378.5,3382.5,1969,45.7563,,,,
12,9,3382,3382.5,3378.5,3379.5,2614,38.4315,,,,
12,6,3382.5,3383,3381,3381.5,1244,41.9372,,,,
12,3,3382.5,3383.5,3381.5,3382.5,840,43.7918,,,,
12,0,3382.5,3383.5,3381,3382.5,1527,43.7918,,,,
11,57,3380,3383,3379.5,3382,2393,42.6993,,,,
11,54,3383,3384,3380,3380.5,1963,39.4192,,,,
11,51,3385.5,3386.5,3382,3382.5,1551,42.4261,,,,
11,48,3383.5,3387,3383,3385.5,1409,47.4696,,,,
11,45,3386,3386.5,3383,3383.5,1979,43.2968,,,,
11,42,3385.5,3387.5,3385.5,3386,1357,47.6944,,,,
11,39,3384,3387.5,3384,3385.5,2559,46.6888,,,,
11,36,3381.5,3385,3381.5,3384,2584,43.672,,,,
11,33,3382,3383.5,3379.5,3381,2111,37.0573,,,,
11,30,3381,3382.5,3380,3382.5,1754,39.1943,,,,
11,27,3381,3381,3379,3380.5,2117,34.5192,,,,
11,24,3384.5,3385,3378.5,3381,5947,35.1465,,,,
11,21,3384,3385,3383.5,3384.5,1950,39.8542,,,,
11,18,3388.5,3389,3383.5,3383.5,2916,37.6381,,,,
11,15,3387,3389,3386.5,3388.5,2233,45.4056,,,,
11,12,3387,3388.5,3386.5,3387.5,1834,43.2298,,,,
11,9,3386,3388.5,3385.5,3387,1901,42.1596,,,,
11,6,3383,3388,3383,3386,4185,40.061,,,,
11,3,3383,3384,3382,3383,1436,33.3217,,,,
11,0,3382.5,3383.5,3381.5,3383,2015,33.3217,,,,
10,57,3386,3386.5,3381,3382,3085,31.095,,,,
10,54,3386,3388,3385.5,3386,2023,35.4981,,,,
10,51,3384.5,3387.5,3384,3386.5,2274,36.0913,,,,
10,48,3387,3387.5,3383.5,3384.5,3180,31.8621,,,,
10,45,3386,3389,3385.5,3387.5,2044,35.0971,,,,
10,42,3387,3388.5,3385,3385.5,2245,30.7442,,,,
10,39,3389,3391.5,3386.5,3387.5,4279,32.786,,,,
10,36,3392.5,3393,3386.5,3388.5,6039,33.8291,,,,
10,33,3395.5,3396,3391,3392.5,4341,38.3626,,,,
10,30,3399,3399,3395.5,3396,2097,43.05,,,,
10,27,3400,3400,3397,3398.5,1532,46.8466,,,,
10,24,3398.5,3401,3398.5,3400,1389,49.2673,,,,
10,21,3399.5,3400,3397.5,3399,1358,47.5908,,,,
10,18,3392,3401,3392,3399.5,8048,48.3324,,,,
10,15,3391.5,3394,3391,3392,2272,34.0109,,,,
10,12,3397,3397.5,3390,3391.5,7328,32.8588,,,,
10,9,3399,3400.5,3394.5,3397,6521,39.9901,,,,
10,6,3403.5,3404.5,3399,3399.5,3866,44.0228,,,,
10,3,3404,3404,3401.5,3403.5,2359,51.7806,,,,
10,0,3404,3405,3402.5,3403.5,3014,51.7806,,,,
9,57,3408,3410.5,3404,3404.5,3414,53.8252,,,,
9,54,3409,3411,3406.5,3408.5,3278,63.0763,,,,
9,51,3412,3415,3409,3409.5,3985,65.6976,,,,
9,48,3409,3414,3409,3412,4336,72.7123,,,,
9,45,3406.5,3410.5,3406,3409,2497,69.0273,,,,
9,42,3404,3410.5,3403.5,3406.5,5339,65.4131,,,,
9,39,3404,3404.5,3401,3404,2345,61.21,,,,
9,36,3396,3405,3396,3403.5,4418,60.3143,,,,
9,33,3398,3398,3395.5,3396,1912,41.5006,,,,
9,30,3398,3400,3397.5,3397.5,1298,45.5071,,,,
9,27,3395.5,3400.5,3395.5,3397.5,1798,45.5071,,,,
9,24,3397.5,3401,3394.5,3396,3801,40.5592,,,,
9,21,3398,3400,3397,3397,968,42.9748,,,,
9,18,3397,3401.5,3396.5,3397.5,2107,44.1969,,,,
9,15,3396.5,3402,3395,3397.5,6091,44.1969,,,,
9,12,3395.5,3398.5,3395,3396.5,2550,41.3191,,,,
9,9,3393,3396.5,3392,3395,1926,36.7779,,,,
9,6,3392,3395,3392,3393.5,1734,31.8829,,,,
9,3,3399,3400,3390,3392,4708,26.6063,,,,
9,0,3404,3408,3398,3398.5,3470,38.655,,,,
