Hora;Minuto;Abertura;Máx;Mín;Fechar;WDOZ6 Curncy - Volume;RSI (14) no fechto (WDOZ6);;;;
17;57;3360,5;3360,5;3358;3359,549;260;56,0202;;;;
17;54;3359,5;3361;3359,5;3359,549;343;56,0202;;;;
17;51;3358,5;3360;3358;3360;344;57,7755;;;;
17;48;3359,5;3360;3358,5;3358,5;337;53,2509;;;;
17;45;3360;3360,5;3359;3359,5;557;57,0343;;;;
17;42;3361;3361;3358;3360,5;1733;61,0628;;;;
17;39;3360,5;3362;3360,5;3361,5;531;65,3489;;;;
17;36;3360;3361;3359;3361;676;64,1816;;;;
17;33;3361,5;3362;3359,5;3359,5;1210;60,4722;;;;
17;30;3359;3362;3358,5;3361;1824;66,9061;;;;
17;27;3359;3359,5;3358;3359;1007;61,8855;;;;
17;24;3358,5;3360;3358;3358,5;1793;60,4941;;;;
17;21;3356,5;3359;3356;3358;2123;59,108;;;;
17;18;3355;3357;3354,5;3357;806;56,2578;;;;
17;15;3354,5;3355;3354;3355;380;49,7537;;;;
17;12;3355,5;3355,5;3354,5;3354,5;270;47,9572;;;;
17;9;3355;3355,5;3355;3355;177;49,604;;;;
17;6;3354,5;3356;3354;3355;697;49,604;;;;
17;3;3351,5;3355,5;3351,5;3354,5;2306;48,0664;;;;
17;0;3351,5;3352,5;3351,5;3351,5;371;37,43;;;;
16;57;3351,5;3353;3351;3352;949;38,6552;;;;
16;54;3350,5;3351,5;3350;3351,5;811;36,7321;;;;
16;51;3350,5;3351,5;3349;3350;1345;30,6784;;;;
16;48;3350;3351;3348,5;3350,5;2033;31,6147;;;;
16;45;3353;3353;3350;3350;2167;29,6201;;;;
16;42;3353;3354;3352;3353;1000;35,3674;;;;
16;39;3354,5;3354,5;3352,5;3353;1119;35,3674;;;;
16;36;3356;3356;3354;3354;1038;37,4562;;;;
16;33;3356;3356;3355;3355,5;264;40,8138;;;;
16;30;3356,5;3357;3355,5;3356;504;41,9785;;;;
16;27;3356;3356,5;3355,5;3356,5;546;43,1211;;;;
16;24;3357,5;3358;3356;3356,5;767;43,1211;;;;
16;21;3356;3357;3355,5;3357;900;44,1575;;;;
16;18;3357;3357;3355,5;3356;645;41,5485;;;;
16;15;3355,5;3357;3354,5;3357;1322;43,4328;;;;
16;12;3354;3356;3353;3355;1869;38,2303;;;;
16;9;3354,5;3354,5;3352;3354;2404;35,4751;;;;
16;6;3357,5;3358;3352,5;3354,5;3826;36,2253;;;;
16;3;3359;3359,5;3357,5;3358;1344;41,9983;;;;
16;0;3361;3361,5;3358,5;3359,5;1501;44,8422;;;;
15;57;3358,5;3362;3358;3360,5;2118;46,8041;;;;
15;54;3358;3359;3357;3358;1443;40,7903;;;;
15;51;3360,5;3361,5;3357,5;3358;3177;40,7903;;;;
15;48;3358;3360,5;3357,5;3360,5;1696;45,1959;;;;
15;45;3357,5;3359,5;3357,5;3358;912;39,0869;;;;
15;42;3358;3360;3357;3357;1834;36,4559;;;;
15;39;3353;3359;3352;3358;5605;37,9791;;;;
15;36;3354;3355;3353;3353;1551;23,0521;;;;
15;33;3354;3354;3352,5;3354;911;24,1307;;;;
15;30;3353,5;3355,5;3353;3354;1977;24,1307;;;;
15;27;3351;3356,5;3349,5;3353,5;7602;22,5687;;;;
15;24;3360,5;3361,5;3350,5;3351;9749;14,3856;;;;
15;21;3362;3362,5;3360;3361;1954;23,6814;;;;
15;18;3361,5;3362;3358;3362;4514;25,1931;;;;
15;15;3366;3366;3357,5;3361,5;8719;22,9083;;;;
15;12;3367;3368;3365;3365,5;2007;29,6312;;;;
15;9;3369,5;3370,5;3365,5;3367;4050;33,0039;;;;
15;6;3372,5;3372,5;3367,5;3369,5;3351;40,0608;;;;
15;3;3371,5;3373;3371;3372,5;681;52,5908;;;;
15;0;3371,5;3372,5;3371;3371,5;354;47,5091;;;;
14;57;3371;3372,5;3371;3371,5;838;47,5091;;;;
14;54;3372,5;3373;3370,5;3371;1390;44,9659;;;;
14;51;3372;3373,5;3371,5;3372,5;1409;51,9818;;;;
14;48;3372;3372,5;3371;3372,5;696;51,9818;;;;
14;45;3372;3373;3370,5;3371,5;1437;47,2508;;;;
14;42;3371,5;3372,5;3371;3372;925;49,5158;;;;
14;39;3371,5;3372;3369,5;3371,5;1774;47,1639;;;;
14;36;3372;3373;3371,5;3372;871;49,2965;;;;
14;33;3372,5;3373,5;3371,5;3372;1508;49,2965;;;;
14;30;3372,5;3373;3370,5;3372,5;1084;51,2963;;;;
14;27;3372;3373;3371,5;3372,5;527;51,2963;;;;
14;24;3371;3372,5;3370,5;3372;1150;49,5309;;;;
14;21;3371;3371;3369,5;3370,5;1672;43,8624;;;;
14;18;3372;3372,5;3370,5;3371;1095;45,4422;;;;
14;15;3371,5;3372;3370,5;3372;1761;48,6996;;;;
14;12;3373;3373,5;3371;3372;1231;48,6996;;;;
14;9;3373;3374;3372,5;3373;869;51,908;;;;
14;6;3374;3374;3372,5;3373;805;51,908;;;;
14;3;3375;3375,5;3373,5;3374;1344;55,0342;;;;
14;0;3373,5;3376;3373,5;3375;2293;58,2942;;;;
13;57;3372;3374;3371,5;3373;1599;53,139;;;;
13;54;3372;3372,5;3371;3372;1311;50,2859;;;;
13;51;3373,5;3374,5;3372;3372;1075;50,2859;;;;
13;48;3373;3374;3372;3373,5;847;54,5842;;;;
13;45;3373,5;3374;3371;3373;2235;53,35;;;;
13;42;3374;3376;3373,5;3374;2913;56,1856;;;;
13;39;3373,5;3374;3373;3374;889;56,1856;;;;
13;36;3370,5;3373,5;3370;3373;1894;54,0812;;;;
13;33;3372,5;3373,5;3370;3370,5;2504;48,3185;;;;
13;30;3373;3374;3371,5;3372,5;1840;53,2862;;;;
13;27;3371,5;3373;3370,5;3372,5;1606;53,2862;;;;
13;24;3368;3372;3368;3371,5;2150;51,1196;;;;
13;21;3370,5;3371;3367;3367,5;3295;40,9467;;;;
13;18;3369;3371;3369;3370,5;1312;47,8875;;;;
13;15;3372,5;3373;3369;3369;2086;43,4359;;;;
13;12;3373,5;3374;3372;3372,5;1425;53,301;;;;
13;9;3372;3373,5;3371;3373;1225;54,9567;;;;
13;6;3371;3372,5;3370,5;3371,5;971;50,6896;;;;
13;3;3371;3373;3371;3371,5;1840;50,6896;;;;
13;0;3369;3372,5;3369;3371,5;2200;50,6896;;;;
12;57;3370,5;3371;3368,5;3369;1798;43,5541;;;;
12;54;3371;3371,5;3370;3370,5;964;47,3735;;;;
12;51;3373;3373,5;3370,5;3371;1889;48,6952;;;;
12;48;3373,5;3374;3372;3372,5;692;52,7988;;;;
12;45;3373;3374,5;3372,5;3374;733;57,2812;;;;
12;42;3374,5;3375;3371,5;3373;1996;54,9116;;;;
12;39;3373,5;3374,5;3372,5;3374,5;1331;59,5093;;;;
12;36;3372;3374;3372;3374;1853;58,432;;;;
12;33;3371,5;3372,5;3369;3372;3147;53,8737;;;;
12;30;3373;3374;3371;3371;1539;51,3993;;;;
12;27;3373,5;3373,5;3372,5;3373,5;330;58,7106;;;;
12;24;3372;3373,5;3371,5;3373,5;881;58,7106;;;;
12;21;3372,5;3373;3370,5;3372;2004;55,4308;;;;
12;18;3374,5;3374,5;3372,5;3372,5;1396;56,828;;;;
12;15;3374;3375;3373;3374,5;1412;62,6982;;;;
12;12;3374;3375;3373,5;3373,5;1439;60,8191;;;;
12;9;3374;3376,5;3373,5;3374,5;3813;63,8036;;;;
12;6;3372,5;3374;3372;3373,5;1315;62,0755;;;;
12;3;3373,5;3373,5;3371,5;3372,5;2073;60,3162;;;;
12;0;3370;3374;3370;3373;3025;61,6439;;;;
11;57;3370;3370,5;3369;3370;1057;56,2825;;;;
11;54;3369;3372;3368,5;3370;2773;56,2825;;;;
11;51;3371;3371,5;3369;3369;2550;54,4526;;;;
11;48;3371;3373,5;3371;3371;1943;59,0422;;;;
11;45;3370,5;3372,5;3370,5;3371,5;2506;60,2205;;;;
11;42;3370;3372,5;3369,5;3370,5;3482;58,6894;;;;
11;39;3368,5;3371;3368;3370,5;2965;58,6894;;;;
11;36;3368,5;3370,5;3367,5;3368,5;3822;55,7525;;;;
11;33;3366,5;3368,5;3365,5;3368,5;1195;55,7525;;;;
11;30;3367,5;3368,5;3365,5;3366;2488;52,0807;;;;
11;27;3367,5;3369,5;3366;3367;3159;53,737;;;;
11;24;3363,5;3367,5;3363;3367,5;1894;54,5423;;;;
11;21;3367;3368;3363;3363,5;5677;48,8475;;;;
11;18;3360,5;3367;3360;3367;3512;54,3831;;;;
11;15;3366;3366;3359;3360;3423;42,2237;;;;
11;12;3363;3366;3362;3366;2094;53,5939;;;;
11;9;3362;3364;3361,5;3363;917;46,963;;;;
11;6;3363,5;3364;3361,5;3362;1190;44,5087;;;;
11;3;3366;3366;3362,5;3364;1810;48,6933;;;;
11;0;3361;3366,5;3360,5;3366;2799;53,351;;;;
