Hora,Minuto,Abertura,Máx,Mín,Fechar,WDOZ6 Curncy - Volume,RSI (14) no fechto (WDOZ6),,,,
17,57,3396.5,3405.385,3393.5,3405.385,776,56.0583,,,,
17,54,3397,3405.385,3394.5,3405.385,669,56.0583,,,,
17,51,3397,3405.385,3396.5,3405.385,345,56.0583,,,,
17,48,3395.5,3405.385,3395.5,3405.385,930,56.0583,,,,
17,45,3395.5,3405.385,3395,3405.385,435,56.0583,,,,
17,42,3396,3405.385,3395,3405.385,307,56.0583,,,,
17,39,3395.5,3405.385,3394.5,3405.385,811,56.0583,,,,
17,36,3395.5,3405.385,3394.5,3405.385,1057,56.0583,,,,
17,33,3397,3405.385,3395.5,3405.385,651,56.0583,,,,
17,30,3399,3405.385,3396.5,3405.385,971,56.0583,,,,
17,27,3399.5,3405.385,3398.5,3405.385,1108,56.0583,,,,
17,24,3401.5,3405.385,3398.5,3405.385,866,56.0583,,,,
17,21,3401,3405.385,3400.5,3405.385,252,56.0583,,,,
17,18,3401,3401.5,3400.5,3401,267,38.0093,,,,
17,15,3401,3402,3400.5,3400.5,772,35.1907,,,,
17,12,3402,3402,3400.5,3401.5,996,38.4363,,,,
17,9,3403.5,3404,3401.5,3402.5,1424,42.0362,,,,
17,6,3404,3404.5,3403,3403,311,43.9473,,,,
17,3,3404,3404.5,3403.5,3403.5,227,45.8843,,,,
17,0,3403.5,3404.5,3403.5,3404,218,47.8424,,,,
16,57,3403.5,3404,3403.5,3403.5,150,45.6903,,,,
16,54,3405,3405,3403,3403.5,989,45.6903,,,,
16,51,3405,3405.5,3404.5,3405,280,51.1495,,,,
16,48,3405,3406,3404,3405,789,51.1495,,,,
16,45,3406,3406.5,3405,3405,372,51.1495,,,,
16,42,3406.5,3406.5,3405.5,3405.5,307,52.8343,,,,
16,39,3406,3406.5,3405.5,3406,534,54.5013,,,,
16,36,3405,3406.5,3405,3406,624,54.5013,,,,
16,33,3405,3405.5,3404,3405.5,396,53.2289,,,,
16,30,3404.5,3405.5,3404.5,3405.5,376,53.2289,,,,
16,27,3404,3405,3403.5,3404.5,501,50.859,,,,
16,24,3404,3404.5,3403,3403.5,714,48.4327,,,,
16,21,3406.5,3407,3404,3404.5,1368,50.7599,,,,
16,18,3406.5,3408,3405,3406.5,1460,55.7333,,,,
16,15,3403.5,3406.5,3403,3406.5,804,55.7333,,,,
16,12,3403.5,3404,3403,3403.5,466,49.3097,,,,
16,9,3405,3405,3403,3403.5,715,49.3097,,,,
16,6,3407,3407,3403,3404.5,1645,51.4558,,,,
16,3,3403,3407,3403,3407,1420,57.2388,,,,
16,0,3404,3405,3403,3403,726,48.6675,,,,
15,57,3403.5,3405.5,3403,3404,962,51.0426,,,,
15,54,3405.5,3405.5,3403,3403.5,1224,49.9076,,,,
15,51,3407,3407.5,3404.5,3406,1093,55.9276,,,,
15,48,3403.5,3408,3403,3407,3395,58.5509,,,,
15,45,3405,3405.5,3402.5,3403,1348,49.8063,,,,
15,42,3404,3405,3402.5,3404.5,1134,53.7553,,,,
15,39,3403,3405,3402.5,3403.5,2682,51.3683,,,,
15,36,3400,3404,3399.5,3403,3938,50.1742,,,,
15,33,3399,3400.5,3397.5,3400,1517,42.2781,,,,
15,30,3399,3400.5,3398,3398.5,1270,37.6937,,,,
15,27,3399,3400,3397,3399,1025,38.6437,,,,
15,24,3396.5,3399.5,3395.5,3399,1862,38.6437,,,,
15,21,3397,3399,3396,3396,1908,29.4443,,,,
15,18,3400.5,3401.5,3396.5,3397,2518,30.8773,,,,
15,15,3398.5,3401,3398.5,3400.5,1249,36.6786,,,,
15,12,3398,3400.5,3397.5,3398.5,2820,29.6669,,,,
15,9,3395.5,3398,3394,3398,1851,27.8112,,,,
15,6,3396,3397.5,3394.5,3395.5,2797,17.7339,,,,
15,3,3398,3398.5,3395.5,3396,2610,18.2059,,,,
15,0,3401,3401.5,3397.5,3398,3236,20.2031,,,,
14,57,3401.5,3402.5,3400,3401.5,1461,24.5859,,,,
14,54,3403.5,3404,3400,3401,2543,22.3514,,,,
14,51,3403.5,3405.5,3402.5,3404,2094,26.7706,,,,
14,48,3404,3405,3403,3404,2298,26.7706,,,,
14,45,3404,3405,3400.5,3404.5,5178,27.5535,,,,
14,42,3408.5,3408.5,3403.5,3404.5,2701,27.5535,,,,
14,39,3408.5,3410,3408,3408.5,1104,34.5165,,,,
14,36,3409.5,3410,3408.5,3409,1268,35.5595,,,,
14,33,3411,3411.5,3409.5,3409.5,1066,36.5861,,,,
14,30,3410,3411.5,3409,3411,1409,39.7858,,,,
14,27,3411,3413,3409.5,3410.5,1479,38.1105,,,,
14,24,3410.5,3412.5,3410,3411,1352,39.1212,,,,
14,21,3413,3413,3410,3410.5,2399,37.5841,,,,
14,18,3415.5,3415.5,3412.5,3412.5,1611,41.4735,,,,
14,15,3414.5,3417,3414,3415.5,1445,48.4582,,,,
14,12,3416.5,3416.5,3413,3415,1478,47.0789,,,,
14,9,3416,3416.5,3414.5,3416.5,1299,50.8714,,,,
14,6,3415.5,3418,3414.5,3416,2921,49.6151,,,,
14,3,3415.5,3417,3414.5,3415.5,1339,48.3896,,,,
14,0,3413.5,3415.5,3412,3415,3281,47.197,,,,
13,57,3409.5,3414,3409.5,3414,2218,44.8295,,,,
13,54,3411,3411,3407.5,3410,2178,33.8055,,,,
13,51,3410.5,3411.5,3409.5,3411,1345,35.4499,,,,
13,48,3410.5,3411,3409.5,3410,1003,32.3964,,,,
13,45,3409,3411.5,3408,3410.5,3503,33.1239,,,,
13,42,3409.5,3410.5,3406.5,3408.5,4413,27.0384,,,,
