Hora;Minuto;Abertura;Máx;Mín;Fechar;WDOZ6 Curncy - Volume;RSI (14) no fechto (WDOZ6);;;;
17;57;3400,5;3403,787;3399,5;3403,787;675;58,7497;;;;
17;54;3400;3403,787;3398,5;3403,787;592;58,7497;;;;
17;51;3399,5;3403,787;3399,5;3403,787;395;58,7497;;;;
17;48;3400,5;3403,787;3399;3403,787;525;58,7497;;;;
17;45;3401;3403,787;3400;3403,787;418;58,7497;;;;
17;42;3402;3403,5;3401;3401;1174;49,1249;;;;
17;39;3401;3402,5;3399,5;3402;559;53,2656;;;;
17;36;3402,5;3403,5;3400;3401;632;49,2972;;;;
17;33;3400;3403;3399,5;3402,5;1430;55,9099;;;;
17;30;3399,5;3400,5;3399;3400;715;44,359;;;;
17;27;3399;3399,5;3398,5;3399,5;317;41,5134;;;;
17;24;3399;3399,5;3398,5;3398,5;182;35,3754;;;;
17;21;3398,5;3399;3398,5;3398,5;411;35,3754;;;;
17;18;3399,5;3399,5;3399;3399;513;37,0518;;;;
17;15;3399,5;3401;3398;3399;1529;37,0518;;;;
17;12;3400,5;3401;3399;3399,5;633;38,6303;;;;
17;9;3400,5;3401;3400;3400,5;755;41,9492;;;;
17;6;3402;3402,5;3401;3401;321;43,692;;;;
17;3;3402,5;3403;3401;3402;590;47,345;;;;
17;0;3402;3403,5;3401,5;3402,5;1382;49,257;;;;
16;57;3400;3403,5;3400;3402,5;1533;49,257;;;;
16;54;3400;3401;3400;3400,5;553;41,0453;;;;
16;51;3400;3400,5;3399;3400;570;38,744;;;;
16;48;3400,5;3400,5;3399,5;3400;482;38,744;;;;
16;45;3399,5;3401;3399;3400,5;774;40,0934;;;;
16;42;3399;3400,5;3398;3399,5;1816;35,9505;;;;
16;39;3399;3400;3397,5;3399,5;1716;35,9505;;;;
16;36;3402;3402;3398,5;3399,5;2345;35,9505;;;;
16;33;3403;3404;3401;3402;1519;41,7266;;;;
16;30;3404;3405;3403;3403,5;387;45,8289;;;;
16;27;3404;3404,5;3402,5;3403,5;849;45,8289;;;;
16;24;3406;3406,5;3403,5;3404;1199;47,1616;;;;
16;21;3404;3406;3404;3406;447;52,8721;;;;
16;18;3405;3406,5;3404,5;3404,5;1288;48,532;;;;
16;15;3406,5;3406,5;3404,5;3404,5;653;48,532;;;;
16;12;3406,5;3407;3405,5;3406,5;811;54,2788;;;;
16;9;3405,5;3407;3405,5;3406,5;690;54,2788;;;;
16;6;3404,5;3406;3404,5;3405,5;790;51,8191;;;;
16;3;3405,5;3406;3404;3404,5;450;49,2857;;;;
16;0;3405,5;3407;3404,5;3405,5;1507;51,8156;;;;
15;57;3404,5;3406;3402,5;3406;1058;53,0807;;;;
15;54;3406;3407;3404;3404,5;972;49,6568;;;;
15;51;3403,5;3406;3403;3405,5;1099;52,0061;;;;
15;48;3403;3404,5;3402,5;3403,5;862;47,3829;;;;
15;45;3404,5;3405;3402,5;3403,5;958;47,3829;;;;
15;42;3406;3406,5;3403,5;3404,5;759;49,436;;;;
15;39;3402,5;3407,5;3402,5;3406;1096;52,6111;;;;
15;36;3403,5;3405,5;3402,5;3402,5;681;44,9505;;;;
15;33;3405;3405,5;3402;3404;1487;48,0411;;;;
15;30;3404;3407;3403;3405,5;1679;51,3174;;;;
15;27;3404;3404,5;3403;3404;298;48,0261;;;;
15;24;3402,5;3404,5;3402,5;3404;782;48,026;;;;
15;21;3404,5;3406;3402;3402,5;2640;44,8087;;;;
15;18;3406,5;3407,5;3404,5;3404,5;1569;48,528;;;;
15;15;3406,5;3411;3404,5;3406;4292;51,5053;;;;
15;12;3406;3408;3404,5;3406,5;2574;52,5023;;;;
15;9;3400,5;3406,5;3400,5;3405,5;2602;50,7311;;;;
15;6;3399,5;3401,5;3398,5;3400,5;1543;40,4149;;;;
15;3;3398,5;3401;3398;3399,5;1302;38,0041;;;;
15;0;3399,5;3401,5;3398;3398,5;2398;35,5841;;;;
14;57;3402,5;3403;3397,5;3399,5;4226;36,9224;;;;
14;54;3403,5;3407,5;3401,5;3403;3721;42,0641;;;;
14;51;3401;3403,5;3399,5;3403,5;2595;42,8558;;;;
14;48;3403;3405;3399,5;3400,5;3877;36,1619;;;;
14;45;3404;3404,5;3402;3403,5;2177;40,5754;;;;
14;42;3405,5;3407;3403;3404;2310;41,3566;;;;
14;39;3405,5;3407;3404;3406;1587;44,5417;;;;
14;36;3409;3409;3404,5;3405;1839;42,4851;;;;
14;33;3407;3410,5;3407;3409;2273;49,2716;;;;
14;30;3407,5;3407,5;3404;3406,5;2040;44,0883;;;;
14;27;3408,5;3409;3405;3407,5;2598;45,8275;;;;
14;24;3411,5;3413;3406,5;3408,5;2648;47,5701;;;;
14;21;3412;3413;3408;3412;3053;54,2776;;;;
14;18;3412;3416;3411;3412;3353;54,2776;;;;
14;15;3411,5;3412,5;3408;3412;4069;54,2776;;;;
14;12;3417;3417,5;3411;3412;3811;54,2776;;;;
14;9;3419,5;3420,5;3416;3417,5;2712;64,9825;;;;
14;6;3418,5;3422;3417,5;3419,5;2141;69,6187;;;;
14;3;3422,5;3425,5;3418;3419;6610;69,1071;;;;
14;0;3418,5;3423;3418;3422;4176;76,2629;;;;
13;57;3414,5;3421,5;3413;3418;5921;72,7723;;;;
13;54;3412,5;3418;3412,5;3414,5;4450;69,0776;;;;
13;51;3412;3414;3410,5;3412;2179;66,0193;;;;
13;48;3412;3416,5;3411,5;3411,5;3510;65,3835;;;;
13;45;3408;3413,5;3407,5;3412;3418;66,5396;;;;
13;42;3408;3409;3406,5;3408,5;1331;62,1945;;;;
13;39;3409,5;3410;3407,5;3408;945;61,5319;;;;
13;36;3409,5;3410;3407,5;3409,5;2098;64,6906;;;;
13;33;3406,5;3409,5;3406;3409,5;2020;64,6906;;;;
13;30;3402,5;3407,5;3402,5;3406,5;3346;61,2612;;;;
13;27;3401,5;3404;3400,5;3403;1385;56,7059;;;;
13;24;3402;3402;3400,5;3401,5;990;54,5804;;;;
13;21;3401,5;3402,5;3400;3402;3339;55,4226;;;;
13;18;3404;3405,5;3401,5;3401,5;2271;54,7746;;;;
13;15;3406;3407;3402;3404;3167;58,7389;;;;
13;12;3405;3408,5;3404;3406,5;3768;62,9708;;;;
13;9;3405,5;3406;3402,5;3405;4390;61,4223;;;;
13;6;3410;3412,5;3405;3405;3884;61,4223;;;;
13;3;3414;3414,5;3409,5;3410,5;3536;70,7803;;;;
13;0;3407,5;3415,5;3406,5;3414,5;6693;78,898;;;;
12;57;3405,5;3408;3405,5;3407,5;1918;74,0644;;;;
12;54;3410,5;3411;3405;3406;6472;72,8258;;;;
12;51;3401;3411;3400;3410;8455;82,5924;;;;
12;48;3401,5;3403;3399;3401,5;2996;76,3283;;;;
12;45;3397,5;3402;3396,5;3401,5;3632;76,3283;;;;
12;42;3394,5;3399,5;3394,5;3397,5;3670;72,2809;;;;
12;39;3395,5;3398,5;3394,5;3394,5;3388;68,5341;;;;
12;36;3395;3397;3394,5;3395;1217;69,9984;;;;
12;33;3397;3397,5;3394;3395;2235;69,9984;;;;
