Hora,Minuto,Abertura,Máx,Mín,Fechar,WDOZ6 Curncy - Volume,RSI (14) no fechto (WDOZ6)
17,57,3284.5,3285.5,3281.5,3281.655,283,40.9182
17,54,3284.5,3285,3281.655,3281.655,350,40.9182
17,51,3284.5,3285.5,3281.655,3281.655,437,40.9182
17,48,3284,3285,3281.655,3281.655,139,40.9182
17,45,3284.5,3285,3281.655,3281.655,558,40.9182
17,42,3285,3286.5,3281.655,3281.655,812,40.9182
17,39,3283.5,3285,3281.655,3281.655,571,40.9182
17,36,3286,3286,3281.655,3281.655,787,40.9182
17,33,3284.5,3286,3281.655,3281.655,219,40.9182
17,30,3283,3286,3281.655,3281.655,907,40.9182
17,27,3285,3285,3281.655,3281.655,1314,40.9182
17,24,3285.5,3285.5,3281.655,3281.655,404,40.9182
17,21,3288,3288.5,3281.655,3281.655,1412,40.9182
17,18,3288.5,3289,3281.655,3281.655,326,40.9182
17,15,3287.5,3289,3281.655,3281.655,174,40.9182
17,12,3288.5,3289,3281.655,3281.655,416,40.9182
17,9,3290,3290,3281.655,3281.655,509,40.9182
17,6,3290.5,3291,3281.655,3281.655,1324,40.9182
17,3,3290.5,3291,3281.655,3281.655,207,40.9182
17,0,3290,3291.5,3281.655,3281.655,1377,40.9182
16,57,3289,3290.5,3287.5,3290.5,1213,65.9638
16,54,3289,3289.5,3287.5,3289,622,62.3332
16,51,3288.5,3290.5,3288,3289,1452,62.3332
16,48,3288.5,3289.5,3287,3288.5,853,61.1419
16,45,3288.5,3290,3287.5,3288,1154,59.9661
16,42,3287,3289,3287,3288,943,59.9661
16,39,3288.5,3289,3287,3287.5,774,58.8936
16,36,3288,3289,3287.5,3288.5,927,61.977
16,33,3288,3289.5,3286,3287.5,2199,60.0341
16,30,3284.5,3288.5,3284,3288.5,1585,63.0245
16,27,3283,3285,3282.5,3285,1218,55.8822
16,24,3286,3286,3283,3283,1097,50.844
16,21,3285.5,3287,3285,3286,824,60.4612
16,18,3286.5,3287,3285.5,3286,638,60.4612
16,15,3285.5,3288.5,3285,3286.5,2524,62.1506
16,12,3284.5,3286,3284,3285.5,985,60.079
16,9,3284.5,3286.5,3284,3285,2171,59.0381
16,6,3283.5,3284.5,3282.5,3284,1254,56.9536
16,3,3282,3283.5,3281.5,3283.5,467,55.912
16,0,3281,3283.5,3281,3282,1587,52.7253
15,57,3282,3283,3280,3281,968,50.5109
15,54,3282.5,3283,3281,3282,748,52.8078
15,51,3280.5,3282.5,3280,3282,1087,52.8078
15,48,3279,3281.5,3278.5,3280.5,855,49.8588
15,45,3282,3282.5,3278.5,3279,1812,46.7701
15,42,3279,3283.5,3279,3282,2335,52.8117
15,39,3280.5,3281,3279,3279,1182,46.3799
15,36,3277.5,3281,3277,3281,2104,50.6539
15,33,3278.5,3279,3277,3278,1266,43.3875
15,30,3280.5,3280.5,3278,3278.5,2042,44.3993
